tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
89,AskPlayStation,False,Mon Jan 01 14:04:00  2024,That's fair feedback and we're sorry. Please DM your ticket number so we can make sure this actually gets resolved this time.,,88
90,user_0197,True,Mon Jan 01 16:02:00  2024,"still not working, can you please just fix this",,89
91,user_0063,True,Mon Jan 01 13:43:00  2024,@AskPlayStation quick q — how do I set up parental controls for my kid's profile?,92,
92,AskPlayStation,False,Mon Jan 01 13:54:00  2024,"Sure! Go to Settings > Family and Parental Controls > select the child's account, then adjust playtime, spending and content restrictions there.",,91
93,user_0229,True,Mon Jan 01 13:48:00  2024,"@AskPlayStation subscription renewed even though I cancelled last month, charged $14.99",94,
94,AskPlayStation,False,Mon Jan 01 14:21:00  2024,Sorry about that — please DM your account email so we can check the cancellation timestamp against the renewal charge and correct it if needed.,,93
95,user_0121,True,Mon Jan 01 13:56:00  2024,@AskPlayStation downloaded Elden Ring but half the DLC content I paid for is missing,96,
96,AskPlayStation,False,Mon Jan 01 14:20:00  2024,Please DM your order ID for the DLC purchase so we can verify what was included and re-trigger the entitlement if something's missing.,,95
97,user_0362,True,Mon Jan 01 14:02:00  2024,"@AskPlayStation game freezes every time I try to save progress in EA FC 24, lost 3 hours of progress",98,
98,AskPlayStation,False,Mon Jan 01 14:09:00  2024,"That's really frustrating, sorry. Please make sure your system software and EA FC 24 are both fully updated, then try saving to a different storage location as a test.",,97
99,user_0200,True,Mon Jan 01 14:12:00  2024,@AskPlayStation NAT type shows strict and I can't join any Fortnite lobbies,100,
100,AskPlayStation,False,Mon Jan 01 14:16:00  2024,"A Strict NAT type is usually a router setting — please enable UPnP or manually forward the required PS5 ports, listed on our support site.",,99
101,user_0215,True,Mon Jan 01 14:19:00  2024,"@AskPlayStation console overheating and shutting down mid-game, fans are so loud",102,
102,AskPlayStation,False,Mon Jan 01 14:56:00  2024,"Sorry about the overheating — please make sure vents are clear of dust and the console has open airflow. If shutdowns continue, a repair request is the next step.",,101
103,user_0343,True,Mon Jan 01 14:27:00  2024,@AskPlayStation how much storage does the Call of Duty MW3 install actually take up,104,
104,AskPlayStation,False,Mon Jan 01 14:55:00  2024,"Install size can vary with updates, but you can always check the exact current size under Library before downloading Call of Duty MW3.",,103
105,user_0043,True,Mon Jan 01 14:34:00  2024,"@AskPlayStation absolutely furious, been a customer for 10 years and getting ignored on a $14.99 refund",106,
106,AskPlayStation,False,Mon Jan 01 15:04:00  2024,That's not the experience we want for you — please DM your order ID so we can personally follow up on the refund status today.,,105
107,user_0043,True,Mon Jan 01 15:32:00  2024,"this didn't help, same issue is happening",,106
108,user_0143,True,Mon Jan 01 14:39:00  2024,@AskPlayStation is Call of Duty MW3 cross-platform with Xbox?,109,
109,AskPlayStation,False,Mon Jan 01 14:58:00  2024,"Great question — cross-play support varies by title, please check the game's store page under 'Online Features' for the latest info on Call of Duty MW3.",,108
110,user_0334,True,Mon Jan 01 14:43:00  2024,"@AskPlayStation subscription renewed even though I cancelled last month, charged $39.99",111,
111,AskPlayStation,False,Mon Jan 01 14:47:00  2024,Sorry about that — please DM your account email so we can check the cancellation timestamp against the renewal charge and correct it if needed.,,110
112,user_0112,True,Mon Jan 01 14:53:00  2024,"@AskPlayStation bought EA FC 24 on the store, paid, but it's not showing in my library",113,
113,AskPlayStation,False,Mon Jan 01 15:12:00  2024,"Sorry about that! Please try restarting the console and checking Library > Purchased. If it's still missing, DM your order confirmation email.",,112
114,user_0295,True,Mon Jan 01 15:02:00  2024,"@AskPlayStation EA FC 24 keeps crashing on PS4 right after the main menu, error CE-34878-0",115,
115,AskPlayStation,False,Mon Jan 01 15:29:00  2024,Sorry about the crashes. Please try rebuilding the database in Safe Mode (Option 5) and ensure EA FC 24 is fully updated. Let us know if CE-34878-0 persists.,,114
116,user_0290,True,Mon Jan 01 15:04:00  2024,"@AskPlayStation PSN has been down for me for 2 hours, can't sign in at all",117,
117,AskPlayStation,False,Mon Jan 01 15:29:00  2024,We're aware of intermittent sign-in issues and our team is investigating. Please check status.playstation.com for live updates.,,116
118,user_0251,True,Mon Jan 01 15:11:00  2024,@AskPlayStation my PS4 controller drifts so bad I can't aim in any shooter anymore,119,
119,AskPlayStation,False,Mon Jan 01 15:41:00  2024,Sorry about the drift — if it's within warranty please start a repair request at playstation.com/repair. We can also DM troubleshooting steps to try first.,,118
120,user_0139,True,Mon Jan 01 15:22:00  2024,@AskPlayStation how much storage does the EA FC 24 install actually take up,121,
121,AskPlayStation,False,Mon Jan 01 15:59:00  2024,"Install size can vary with updates, but you can always check the exact current size under Library before downloading EA FC 24.",,120
122,user_0125,True,Mon Jan 01 15:28:00  2024,"@AskPlayStation you people never actually fix anything, just close tickets and move on, unreal",123,
123,AskPlayStation,False,Mon Jan 01 16:07:00  2024,That's fair feedback and we're sorry. Please DM your ticket number so we can make sure this actually gets resolved this time.,,122
124,user_0133,True,Mon Jan 01 15:34:00  2024,"Hey @AskPlayStation I cant login to my account, keeps saying wrong password even after reset 😭 (ref 611233)",125,
125,AskPlayStation,False,Mon Jan 01 15:54:00  2024,"Hi there, sorry for the trouble logging in. Please try resetting your password from account.sonyentertainmentnetwork.com and check spam for the reset email. Let us know how it goes.",,124
126,user_0369,True,Mon Jan 01 15:42:00  2024,"@AskPlayStation still waiting on my refund from 2 weeks ago, ticket #189771",127,
127,AskPlayStation,False,Mon Jan 01 16:16:00  2024,Apologies for the wait. Please DM your ticket number and order ID so we can escalate this refund with our billing team directly.,,126
128,user_0157,True,Mon Jan 01 15:51:00  2024,@AskPlayStation money left my acount for NBA 2K24 but download never started,129,
129,AskPlayStation,False,Mon Jan 01 16:31:00  2024,Sorry for the trouble — please DM a screenshot of the transaction and your order ID so we can check the download status on our end.,,128
130,user_0139,True,Mon Jan 01 15:55:00  2024,@AskPlayStation getting error NW-31456-4 every time I try to launch anything online,131,
131,AskPlayStation,False,Mon Jan 01 16:14:00  2024,NW-31456-4 usually points to a network/DNS issue. Please try setting DNS to 8.8.8.8 in network settings and test the connection again.,,130
132,user_0052,True,Mon Jan 01 16:01:00  2024,@AskPlayStation is there an outage right now? can't connect to the store,133,
133,AskPlayStation,False,Mon Jan 01 16:22:00  2024,"Nothing showing on our status page currently, but please DM your region so we can check for localized issues.",,132
134,user_0052,True,Mon Jan 01 17:05:00  2024,any update? been waiting a while now,,133
135,user_0386,True,Mon Jan 01 16:10:00  2024,@AskPlayStation downloaded Spider-Man 2 but half the DLC content I paid for is missing,136,
136,AskPlayStation,False,Mon Jan 01 16:19:00  2024,Please DM your order ID for the DLC purchase so we can verify what was included and re-trigger the entitlement if something's missing.,,135
137,user_0059,True,Mon Jan 01 16:14:00  2024,@AskPlayStation how much storage does the NBA 2K24 install actually take up,138,
138,AskPlayStation,False,Mon Jan 01 16:42:00  2024,"Install size can vary with updates, but you can always check the exact current size under Library before downloading NBA 2K24.",,137
139,user_0044,True,Mon Jan 01 16:22:00  2024,"@AskPlayStation genuinely considering switching to Xbox after how this has been handled, so disappointed",140,
140,AskPlayStation,False,Mon Jan 01 16:32:00  2024,We're sorry to hear that and don't want to lose you as a customer. Please DM your account details so we can properly investigate what's gone wrong.,,139
141,user_0031,True,Mon Jan 01 16:32:00  2024,"@AskPlayStation someone hacked my account and changed the email, plz help urgently, was mid-game in Elden Ring",142,
142,AskPlayStation,False,Mon Jan 01 16:41:00  2024,"If your account was compromised, please DM us immediately so we can secure it and start the recovery process. Do not share your password with us or anyone else.",,141
143,user_0283,True,Mon Jan 01 16:35:00  2024,@AskPlayStation can I get a refund for Gran Turismo 7? bought it by accident and haven't played it,144,
144,AskPlayStation,False,Mon Jan 01 16:48:00  2024,You're welcome to request a refund within 14 days of purchase if the content hasn't been substantially downloaded/streamed. Please submit a request at playstation.com/refund.,,143
145,user_0233,True,Mon Jan 01 16:42:00  2024,@AskPlayStation money left my account for Gran Turismo 7 but download never started,146,
146,AskPlayStation,False,Mon Jan 01 16:59:00  2024,Sorry for the trouble — please DM a screenshot of the transaction and your order ID so we can check the download status on our end.,,145
147,user_0137,True,Mon Jan 01 16:50:00  2024,"@AskPlayStation game freezes every time I try to save progress in Fortnite, lost 3 hours of progress",148,
148,AskPlayStation,False,Mon Jan 01 16:57:00  2024,"That's really frustrating, sorry. Please make sure your system software and Fortnite are both fully updated, then try saving to a different storage location as a test.",,147
149,user_0137,True,Mon Jan 01 18:47:00  2024,"ok I DMed you, no response yet though",,148
150,user_0140,True,Mon Jan 01 17:00:00  2024,@AskPlayStation is there an outage right now? can't connect to the store,151,
151,AskPlayStation,False,Mon Jan 01 17:37:00  2024,"Nothing showing on our status page currently, but please DM your region so we can check for localized issues.",,150
152,user_0295,True,Mon Jan 01 17:07:00  2024,"@AskPlayStation forgot my password and the reset link in the email just 404s, tried 3 times now",153,
153,AskPlayStation,False,Mon Jan 01 17:11:00  2024,"Sorry the reset link isn't working. Please try requesting it again from a browser instead of the console, and DM us if it still 404s.",,152
154,user_0143,True,Mon Jan 01 17:11:00  2024,@AskPlayStation is Spider-Man 2 cross-platform with Xbox?,155,
155,AskPlayStation,False,Mon Jan 01 17:51:00  2024,"Great question — cross-play support varies by title, please check the game's store page under 'Online Features' for the latest info on Spider-Man 2.",,154
156,user_0169,True,Mon Jan 01 17:20:00  2024,"@AskPlayStation this is the THIRD time I'm messaging about the same issue and still no fix, unacceptable, ticket 449499",157,
157,AskPlayStation,False,Mon Jan 01 17:54:00  2024,We're really sorry this hasn't been resolved yet. Please DM your case/ticket number and we'll get this escalated to a senior agent right away.,,156
158,user_0169,True,Mon Jan 01 19:43:00  2024,"this didn't help, same issue is happening",,157
159,user_0264,True,Mon Jan 01 17:24:00  2024,Hey @AskPlayStation I cant login to my account keeps saying wrong password even after reset  (ref 364659),160,
160,AskPlayStation,False,Mon Jan 01 18:09:00  2024,"Hi there, sorry for the trouble logging in. Please try resetting your password from account.sonyentertainmentnetwork.com and check spam for the reset email. Let us know how it goes.",,159
161,user_0390,True,Mon Jan 01 17:31:00  2024,"@AskPlayStation I got charged twice for Call of Duty MW3, $4.99 extra on my card. Need this fixed asap",162,
162,AskPlayStation,False,Mon Jan 01 17:47:00  2024,Sorry to hear about the duplicate charge. Please DM us your order ID and the last 4 digits of the card used so we can investigate the double billing.,,161
163,user_0390,True,Mon Jan 01 18:28:00  2024,any update? been waiting a while now,,162
164,user_0283,True,Mon Jan 01 17:41:00  2024,@AskPlayStation money left my acount for Horizon Forbidden West but download never started,165,
165,AskPlayStation,False,Mon Jan 01 17:49:00  2024,Sorry for the trouble — please DM a screenshot of the transaction and your order ID so we can check the download status on our end.,,164
166,user_0283,True,Mon Jan 01 18:57:00  2024,"still not working, can you pls just fix this",,165
167,user_0242,True,Mon Jan 01 17:46:00  2024,@AskPlayStation getting error NW-31456-4 every time I try to launch anything online,168,
168,AskPlayStation,False,Mon Jan 01 18:18:00  2024,NW-31456-4 usually points to a network/DNS issue. Please try setting DNS to 8.8.8.8 in network settings and test the connection again.,,167
169,user_0137,True,Mon Jan 01 17:52:00  2024,"@AskPlayStation multiplayer keeps disconnecting every 5 mins in Horizon Forbidden West, tested on 2 different networks",170,
170,AskPlayStation,False,Mon Jan 01 18:13:00  2024,"Sorry about the disconnects. Please try a wired connection if possible and check that UPnP is enabled on your router, or set up port forwarding.",,169
171,user_0234,True,Mon Jan 01 18:01:00  2024,"@AskPlayStation HDMI port seems loose, screen keeps flickering when I bump the cable",172,
172,AskPlayStation,False,Mon Jan 01 18:16:00  2024,"Sorry about the flickering — a loose HDMI port usually needs a physical repair. Please try a different cable first, then start a repair request if it continues.",,171
173,user_0196,True,Mon Jan 01 18:09:00  2024,@AskPlayStation how much storage does the Call of Duty MW3 install actually take up,174,
174,AskPlayStation,False,Mon Jan 01 18:54:00  2024,"Install size can vary with updates, but you can always check the exact current size under Library before downloading Call of Duty MW3.",,173
175,user_0052,True,Mon Jan 01 18:16:00  2024,"@AskPlayStation absolutely furious, been a customer for 10 years and getting ignored on a $29.99 refund",176,
176,AskPlayStation,False,Mon Jan 01 18:25:00  2024,That's not the experience we want for you — please DM your order ID so we can personally follow up on the refund status today.,,175
177,user_0174,True,Mon Jan 01 18:24:00  2024,"yo @AskPlayStation 2FA code never arrives to my email, been stuck for an hour trying to play Fortnite",178,
178,AskPlayStation,False,Mon Jan 01 18:52:00  2024,Sorry about the delay with your 2FA code — this can happen if your email provider is filtering us. Please check spam/junk folders and add PlayStation to safe senders.,,177
179,user_0317,True,Mon Jan 01 18:27:00  2024,"@AskPlayStation subscription renewed even though I cancelled last month, charged $4.99",180,
180,AskPlayStation,False,Mon Jan 01 18:45:00  2024,Sorry about that — please DM your account email so we can check the cancellation timestamp against the renewal charge and correct it if needed.,,179
181,user_0228,True,Mon Jan 01 18:35:00  2024,"@AskPlayStation preorder bonus for Horizon Forbidden West never showed up, anyone else having this issue",182,
182,AskPlayStation,False,Mon Jan 01 18:57:00  2024,We're looking into reports of missing preorder bonuses for Horizon Forbidden West. Please DM your PSN ID and order ID so we can check your specific account.,,181
183,user_0290,True,Mon Jan 01 18:46:00  2024,@AskPlayStation account says suspended but I didn't do anything wrong?? case 252640,184,
184,AskPlayStation,False,Mon Jan 01 19:00:00  2024,We can see the suspension flag on file. Please DM your account email and we'll review the case with the account team.,,183
185,user_0290,True,Mon Jan 01 20:32:00  2024,"still not working, can you please just fix this",,184
186,user_0342,True,Mon Jan 01 18:48:00  2024,"@AskPlayStation multiplayer keeps disconnecting every 5 mins in Call of Duty MW3, tested on 2 different networks",187,
187,AskPlayStation,False,Mon Jan 01 19:20:00  2024,"Sorry about the disconnects. Please try a wired connection if possible and check that UPnP is enabled on your router, or set up port forwarding.",,186
188,user_0328,True,Mon Jan 01 18:58:00  2024,"@AskPlayStation console won't turn on at all, just a blinking blue light then nothing",189,
189,AskPlayStation,False,Mon Jan 01 19:17:00  2024,"That blinking blue light usually points to a power supply or boot issue. Please try a different outlet, and if it persists this likely needs a repair request.",,188
190,user_0359,True,Mon Jan 01 19:04:00  2024,@AskPlayStation how much storage does the NBA 2K24 install actually take up,191,
191,AskPlayStation,False,Mon Jan 01 19:08:00  2024,"Install size can vary with updates, but you can always check the exact current size under Library before downloading NBA 2K24.",,190
192,user_0398,True,Mon Jan 01 19:10:00  2024,"@AskPlayStation your support keeps closing my ticket without resolving anything, done with this, case 973294",193,
193,AskPlayStation,False,Mon Jan 01 19:51:00  2024,We apologize for the repeated closures. Please DM your ticket number so we can reopen it and assign it to a dedicated agent.,,192
194,user_0047,True,Mon Jan 01 19:18:00  2024,"@AskPlayStation someone hacked my account and changed the email, please help urgently, was mid-game in Gran Turismo 7",195,
195,AskPlayStation,False,Mon Jan 01 19:41:00  2024,"If your account was compromised, please DM us immediately so we can secure it and start the recovery process. Do not share your password with us or anyone else.",,194
196,user_0132,True,Mon Jan 01 19:26:00  2024,@AskPlayStation can I get a refund for Elden Ring? bought it by accident and haven't played it,197,
197,AskPlayStation,False,Mon Jan 01 19:47:00  2024,You're welcome to request a refund within 14 days of purchase if the content hasn't been substantially downloaded/streamed. Please submit a request at playstation.com/refund.,,196
198,user_0371,True,Mon Jan 01 19:35:00  2024,"@AskPlayStation bought NBA 2K24 on the store, paid, but it's not showing in my library",199,
199,AskPlayStation,False,Mon Jan 01 20:03:00  2024,"Sorry about that! Please try restarting the console and checking Library > Purchased. If it's still missing, DM your order confirmation email.",,198
200,user_0064,True,Mon Jan 01 19:40:00  2024,@AskPlayStation getting error NW-31456-4 every time I try to launch anything online,201,
